article_id,PMID,Id_review_ROBIS,RoB_ROBIS,AMSTAR_consensus,AMSTAR_levels,amstar_robis,Flesch_Kincaid_Reading_Ease_Level,Gunning_Fog_Index,Coleman_Liau_Index,SMOG_Index,Automated_Readability_Index,Average_Grade_Level,Flesch_Kincaid_Reading_Ease_Score,Spache_Score,New_Dale_Chall_Score,Reading_Time,Speaking_Time,PEA1,PEA2,PEA3,PEA4,PEA5,PEA6,PEA7,PEA8,PEA9,PEA10,PEA11,PEA12,total_score,number_of_cites_Google_Scholar,journal,year,Country,num_authors,num_institutions,funding,cochrane_affiliation,funding_academic,funding_industry,funding_non_pharma_companies,conflict_of_interest,conflict_of_interest_authors,countries_authors,page_count,log_page_count,class_of_study,metaanalysis_included,economic_analysis_included,journal_PRISMA_endorsement,abstract_format,abstract_word_count,journal,year,Total cites,journal_impact_factor,Impact factor without,5 year Impact factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-Life,Eigenfacto Score,Article Influence Score,% Articles in Citable Items,Normalized Eigenfactor,Average JIF Percentile,Q/D
208,22512680,208,HIGH,4,low_quality,HighRisk_LowQuality,16.2,20.9,18.3,18.3,17.3,18.2,15.9,5.9,10.2,60,108,1,1,0,1,0,1,1,1,0,1,0,0,7,27,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,5,2.32,RCTs,No,No,no,IMRAD ,387,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
209,22512679,209,HIGH,5,moderate_quality,HighRisk_HighQuality,15,19.1,17.3,16.6,14.8,16.6,17.7,5.9,9.3,71,129,1,1,1,1,0,1,1,1,0,1,0,0,8,15,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,11,3.46,RCTs,No,No,no,IMRAD ,467,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
210,22512677,210,HIGH,5,moderate_quality,HighRisk_HighQuality,17.9,22.2,17.8,18.8,17.2,18.8,5,6.1,10.4,79,143,1,1,0,1,0,1,1,1,1,1,0,0,8,93,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,10,3.32,observational studies,No,No,no,IMRAD ,509,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
211,22512682,211,HIGH,4,low_quality,HighRisk_LowQuality,14.3,17.6,14.6,16.4,14.8,15.5,30.7,6.3,9.7,74,134,1,1,0,1,0,1,1,1,0,1,0,0,7,68,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,7,2.81,observational studies,No,No,no,IMRAD ,378,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
232,21388455,232,HIGH,5,moderate_quality,HighRisk_HighQuality,19.1,23,18.2,20.3,21.5,20.4,11.9,6.9,8.6,72,129,1,1,1,1,0,1,1,1,0,1,0,0,8,68,Journal of the European Academy of Dermatology and Venereology,2011,United Kingdom,15,more10,funding,no,0,0,0,9,60,1,9,3.17,,NA,NA,no,IMRAD ,379,Journal of the European Academy of Dermatology and Venereology,2011,4037,2.98,2.739,2.757,0.639,233,4.4,7.7,0.0129,0.75,87.55,NA,81.897,Q1
233,21388456,233,HIGH,5,moderate_quality,HighRisk_HighQuality,21.3,23.9,18.4,21.2,22.1,21.4,-3.2,7.2,10,81,147,1,1,1,1,0,1,0,1,0,1,0,0,7,46,Journal of the European Academy of Dermatology and Venereology,2011,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,6,2.58,RCTs & observational studies,No,No,no,IMRAD ,293,Journal of the European Academy of Dermatology and Venereology,2011,4037,2.98,2.739,2.757,0.639,233,4.4,7.7,0.0129,0.75,87.55,NA,81.897,Q1
235,21388454,235,HIGH,6,moderate_quality,HighRisk_HighQuality,14.1,17.1,17.6,15.5,13.9,15.6,18.5,5.8,8.3,44,79,1,1,1,1,0,1,0,1,0,1,0,0,7,90,Journal of the European Academy of Dermatology and Venereology,2011,United Kingdom,14,more10,funding,no,0,1,0,14,100,1,7,2.81,observational studies,Yes,No,no,IMRAD ,447,Journal of the European Academy of Dermatology and Venereology,2011,4037,2.98,2.739,2.757,0.639,233,4.4,7.7,0.0129,0.75,87.55,NA,81.897,Q1
73,25819235,73,HIGH,5,moderate_quality,HighRisk_HighQuality,17.6,20.9,19.6,17.5,16,18.3,-4.4,5.5,9.6,52,94,1,1,0,1,0,0,0,1,0,1,0,0,5,1,Journal of the German Society of Dermatology,2015,United Kingdom,3,1,UNK,no,0,0,0,1,33,1,7,2.81,RCTs,No,No,no,free,188,Journal of the German Society of Dermatology,2015,1475,2.05,1.727,1.753,0.566,76,4.6,5.8,0.00369,0.431,68.42,0.41318,67.46,Q2
124,25039309,124,HIGH,4,low_quality,HighRisk_LowQuality,16.2,20.3,19,17.1,16.2,17.8,8.9,5.9,9.6,58,105,0,1,0,1,0,1,1,1,0,1,0,0,6,14,Journal of the German Society of Dermatology,2014,United Kingdom,8,8,funding,no,0,1,0,8,100,1,16,4,RCTs,No,No,no,IMRAD ,199,Journal of the German Society of Dermatology,2014,1475,2.05,1.727,1.753,0.566,76,4.6,5.8,0.00369,0.431,68.42,0.41318,67.46,Q2
108,24184041,108,LOW,7,moderate_quality,LowRisk_HighQuality,14.8,17.9,18,16,15.7,16.5,20.3,5.8,9,56,100,1,1,0,0,1,1,1,0,0,1,0,0,6,9,Patient Education and Counseling,2014,USA,5,5,UNK,no,0,0,0,,NA,1,12,3.58,RCTs & observational studies,Yes,No,no,IMRAD ,201,Patient Education and Counseling,2014,8477,2.598,2.175,3.158,0.877,253,6.1,8.1,0.02059,0.987,91.3,2.2698,86.77,D1
307,27895471,307,HIGH,4,low_quality,HighRisk_LowQuality,11.9,16.5,16.8,15.7,15.2,15.2,42.9,5.3,10,69,124,1,1,0,1,0,1,1,1,0,1,0,0,7,1,Patient preference and adherence,2016,Spain,5,2,funding,no,0,1,1,5,100,1,11,3.46,,No,No,no,IMRAD ,301,Patient preference and adherence,2016,1116,1.718,1.567,1.831,0.235,187,3,6.7,0.00387,0.496,88.24,0.44152,64.839,Q2
131,24890463,131,HIGH,2,low_quality,HighRisk_LowQuality,12.8,18.1,17.6,15.4,13.9,15.6,28.5,5.3,8.6,63,113,1,1,0,1,0,1,1,1,0,1,0,0,7,9,Pediatric Dermatology,2014,United Kingdom,3,1,UNK,no,0,0,0,,NA,1,10,3.32,observational studies,No,No,no,free,244,Pediatric Dermatology,2014,2915,1.015,0.919,1.157,0.208,240,7.1,8.6,0.00522,0.321,96.25,0.58514,25.804,Q3
64,24283358,64,HIGH,5,moderate_quality,HighRisk_HighQuality,11.9,17.2,13.5,15.1,11,13.7,36,4.9,9.6,50,91,1,1,0,1,0,1,1,1,0,0,0,0,6,13,Photodermatology Photoimmunology and Photomedicine,2015,United Kingdom,6,5,UNK,no,0,0,0,0,0,3,10,3.32,RCTs,Yes,No,no,free,190,Photodermatology Photoimmunology and Photomedicine,2015,1245,1.295,1.213,1.428,0.16,59,8,8.5,0.00187,0.361,96,0.20601,35.246,Q3
312,27213821,312,HIGH,5,moderate_quality,HighRisk_HighQuality,17.2,22.4,18,18.9,17,18.7,8.2,6.6,9.4,60,108,1,1,0,1,0,1,0,1,0,1,0,0,6,5,Phytotherapy Research,2016,USA,3,3,No funding,no,0,0,0,0,0,1,22,4.46,RCTSs & observational studies,No,No,no,free,213,Phytotherapy Research,2016,9930,2.694,2.444,2.519,0.388,245,7.6,7.8,0.01099,0.494,85.71,1.25321,58.166,Q2
51,25756474,51,HIGH,8,moderate_quality,HighRisk_HighQuality,15.3,18.1,17.4,16.2,14.8,16.4,14.8,6.4,9.4,53,96,1,1,1,1,1,1,0,1,0,1,0,0,8,5,Phytotherapy Research,2015,United Kingdom,7,4,No funding,no,0,0,0,0,0,1,8,3,RCTs,No,No,no,free,202,Phytotherapy Research,2015,9930,2.694,2.444,2.519,0.338,245,7.6,7.8,0.01099,0.494,85.71,1.25321,58.166,Q2
110,23817996,110,HIGH,6,moderate_quality,HighRisk_HighQuality,16,19.4,17.2,17.4,15.5,17.1,13.5,6.6,10.4,54,97,1,1,0,1,0,1,1,1,0,1,0,0,7,14,Phytotherapy Research,2014,United Kingdom,5,2,funding,no,1,0,0,0,0,2,18,4.17,RCTs,Yes,No,no,free,185,Phytotherapy Research,2014,9362,2.66,2.369,2.455,0.569,255,7,8.3,0.01187,0.493,86.27,1.329,58.747,Q2
10,27168193,10,HIGH,7,moderate_quality,HighRisk_HighQuality,10.1,14.6,13.2,13.4,10.2,12.3,46.4,5.1,8.2,71,128,1,1,0,0,1,1,1,1,1,1,0,0,8,0,PLoS ONE,2016,United States,3,2,No funding,no,0,0,0,0,0,1,14,3.81,,Yes,No,yes,IMRAD ,281,PLoS ONE,2016,,4.411,,,,,,,,,,,,
38,26674526,38,HIGH,7,moderate_quality,HighRisk_HighQuality,18.2,22,21,18.2,18.6,19.6,-2,5.6,9.6,69,125,1,1,1,1,1,1,1,1,1,1,0,0,10,0,PLoS ONE,2015,United States,8,8,funding,no,0,1,0,8,100,1,13,3.7,observational studies,No,No,yes,8-headings,282,PLoS ONE,2015,425015,3.057,2.775,3.535,0.396,28114,3.1,7.9,1.81369,1.137,99.13,206.7,83.333,Q1
204,22509259,204,HIGH,5,moderate_quality,HighRisk_HighQuality,12.4,16.7,14.9,14.9,12.3,14.2,33.3,5.1,8.2,77,138,1,1,1,1,0,1,1,1,0,1,0,0,8,45,PLoS ONE,2012,United States,2,2,No funding,no,0,0,0,1,50,2,10,3.32,RCTs,No,No,yes,IMRAD ,299,PLoS ONE,2012,133246,3.73,3.228,4.244,0.407,23.406,2.4,7.1,0.77844,1.545,99.45,NA,88.393,Q1
315,27259580,315,HIGH,4,low_quality,HighRisk_LowQuality,15,18.6,17.5,16.6,15.6,16.7,19.8,6,9.2,63,113,1,1,0,1,0,1,0,1,0,1,0,0,6,2,Quality of Life Research,2016,Spain,5,2,funding,no,0,1,1,5,100,1,16,4,,No,No,no,IMRAD ,244,Quality of Life Research,2016,9395,2.429,2.124,3.081,0.5,290,8.4,8.8,0.01755,1.07,97.59,1.9999,76.404,Q2
277,16724367,277,HIGH,3,low_quality,HighRisk_LowQuality,15.6,19.8,17,17,15.6,17,17.7,6.4,8.6,51,92,,,,,,,,,,,,,,104,The Journal of rheumatology,2006,Canada,3,3,UNK,no,0,0,0,,,2,51,5.67,,NA,NA,no,free,139,The Journal of rheumatology,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,16724368,278,HIGH,2,low_quality,HighRisk_LowQuality,16.6,17.9,18,18.1,17.9,17.7,15.9,6.4,9.5,60,108,1,1,0,0,0,0,0,0,0,0,0,0,2,68,The Journal of rheumatology,2006,Canada,3,1,UNK,no,0,0,0,,,1,5,2.32,,NA,NA,no,free,41,The Journal of rheumatology,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,16724366,279,HIGH,2,low_quality,HighRisk_LowQuality,12.1,15.1,15.9,13.9,13.1,14,35.1,4.8,8.4,84,152,1,1,0,0,0,0,0,0,0,0,0,0,2,64,The Journal of rheumatology,2006,Canada,2,1,UNK,no,0,0,0,,,1,5,2.32,,NA,NA,no,free,73,The Journal of rheumatology,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,23271892,143,HIGH,7,moderate_quality,HighRisk_HighQuality,16.6,20.5,14.2,18.4,18.1,17.6,28.1,6.5,9.2,141,253,0,1,0,0,0,1,1,1,0,1,0,0,5,30,Biologics,2012,United States,4,4,funding,no,0,1,0,2,50,1,11,3.46,RCTs,Yes,No,no,IMRAD ,294,Biologics,2013,,NA,,,,,,,,,,,,
139,,139,HIGH,1,low_quality,HighRisk_LowQuality,17.8,22.7,18.3,19.3,18.3,19.3,8.5,6.4,10.5,79,142,0,1,1,1,0,1,1,1,0,0,0,0,6,4,,2013,Saudi Arabia,2,2,UNK,no,0,0,0,,,1,9,#N/A,,NA,NA,,free,229,,2013,,NA,,,,,,,,,,,,
